C:\Users\Naomi\AppData\Local\Programs\Python\Python36\python.exe D:/Naomi/Desktop/Naomi/AI/AI_project/main.py --ee sf --graphs -m S_M_750_maxreward2 -d 0.99 -a 0.5 -e 0.002 --maxreward 750
Loading chipmunk for Windows (64bit) [C:\Users\Naomi\AppData\Local\Programs\Python\Python36\lib\site-packages\pymunk\chipmunk.dll]
no model found
episode 832: -61.70000000000053
episode 833: -42.387827905328
episode 834: -61.700000000000486
episode 835: -55.40000000000048
episode 836: -62.60000000000052
episode 837: -47.22747435258897
episode 838: -58.10000000000049
episode 839: -54.50000000000046
episode 840: -65.30000000000047
episode 841: -55.40000000000049
episode 842: -55.400000000000475
episode 843: -65.30000000000044
episode 844: -58.10000000000053
episode 845: -51.57299649661552
episode 846: -66.20000000000034
episode 847: -62.60000000000056
episode 848: -59.90000000000049
episode 849: -54.50000000000049
episode 850: -62.60000000000054
episode 851: -58.10000000000051
episode 852: -56.30000000000053
episode 853: -61.70000000000049
episode 854: -59.000000000000526
episode 855: -56.300000000000466
episode 856: -61.70000000000052
episode 857: -59.9000000000005
episode 858: -62.600000000000534
episode 859: -55.400000000000496
episode 860: -55.40000000000047
episode 861: -57.20000000000046
episode 862: -59.900000000000595
episode 863: -76.99999999999983
episode 864: -60.80000000000055
episode 865: -52.32055235092893
episode 866: -62.6000000000005
episode 867: -57.2000000000005
episode 868: 139.60833360556444
episode 869: -53.60000000000048
episode 870: -49.40253106503809
episode 871: -61.7000000000005
episode 872: -48.42598382189928
episode 873: -59.90000000000055
episode 874: -72.50000000000001
episode 875: -76.10000000000002
episode 876: -59.00000000000052
episode 877: -62.60000000000059
episode 878: -63.500000000000554
episode 879: -71.6000000000001
episode 880: -60.800000000000466
episode 881: -63.50000000000055
episode 882: -75.19999999999973
episode 883: -65.30000000000054
episode 884: -61.70000000000052
episode 885: -58.100000000000506
episode 886: -64.40000000000047
episode 887: -48.36155662995002
episode 888: -61.700000000000514
episode 889: 40.05704623592617
episode 890: -63.50000000000048
episode 891: 320.9509682293199
episode 892: -52.65458151792701
episode 893: -68.90000000000022
episode 894: -76.09999999999987
episode 895: -64.40000000000056
episode 896: -63.50000000000055
episode 897: 270.9353421510817
episode 898: -65.30000000000038
episode 899: -58.10000000000053
episode 900: -60.80000000000054
episode 901: -64.4000000000005
episode 902: -59.90000000000054
episode 903: -60.80000000000045
episode 904: -62.60000000000056
episode 905: -66.20000000000046
episode 906: -69.80000000000025
episode 907: -65.30000000000051
episode 908: -63.50000000000055
episode 909: -60.800000000000516
episode 910: -45.47932144982151
episode 911: -56.30000000000052
episode 912: -75.19999999999982
episode 913: -66.2000000000004
episode 914: -64.40000000000049
episode 915: -58.10000000000053
episode 916: -64.40000000000049
episode 917: -61.700000000000536
episode 918: -60.80000000000053
episode 919: -68.0000000000003
episode 920: -70.7000000000001
episode 921: -59.000000000000476
episode 922: -62.600000000000485
episode 923: -53.60000000000049
episode 924: -62.600000000000485
episode 925: -59.90000000000051
episode 926: -69.80000000000017
episode 927: -53.31670637889672
episode 928: -56.300000000000495
episode 929: -55.400000000000475
episode 930: -68.00000000000037
episode 931: -58.100000000000534
episode 932: -56.30000000000048
episode 933: -61.700000000000514
episode 934: -52.377514923604174
episode 935: -58.10000000000048
episode 936: -35.410186964992214
episode 937: -57.20000000000051
episode 938: -60.80000000000054
episode 939: -76.10000000000002
episode 940: -67.1000000000003
episode 941: -58.10000000000051
episode 942: -60.80000000000052
episode 943: -58.10000000000049
episode 944: -58.10000000000048
episode 945: -59.90000000000053
episode 946: -67.10000000000036
