C:\Users\Naomi\AppData\Local\Programs\Python\Python36\python.exe D:/Naomi/Desktop/Naomi/AI/AI_project/main.py --ee sf --graphs -m softmax_train_up -d 0.99 -a 0.5 -e 0.002 --noswing
Loading chipmunk for Windows (64bit) [C:\Users\Naomi\AppData\Local\Programs\Python\Python36\lib\site-packages\pymunk\chipmunk.dll]
no model found
episode 426: 2500.0
episode 427: 2500.0
episode 428: 2500.0
episode 429: 2500.0
episode 430: 2500.0
episode 431: 2500.0
episode 432: 2500.0
episode 433: 2500.0
episode 434: 2500.0
episode 435: 2500.0
episode 436: 2500.0
episode 437: 2500.0
episode 438: 2500.0
episode 439: 2500.0
episode 440: 2500.0
episode 441: 2500.0
episode 442: 2500.0
episode 443: 2500.0
episode 444: 2500.0
episode 445: 2500.0
episode 446: 2500.0
episode 447: 2500.0
episode 448: 2500.0
episode 449: 2500.0
episode 450: 2500.0
episode 451: 2500.0
episode 452: 2500.0
episode 453: 2500.0
episode 454: 2500.0
episode 455: 2500.0
episode 456: 2500.0
episode 457: 2500.0
episode 458: 2500.0
episode 459: 2500.0
episode 460: 2500.0
episode 461: 2500.0
episode 462: 2500.0
episode 463: 2500.0
episode 464: 2500.0
episode 465: 2500.0
episode 466: 2500.0
episode 467: 2500.0
episode 468: 2500.0
episode 469: 2500.0
episode 470: 2500.0
episode 471: 2500.0
episode 472: 2500.0
episode 473: 2500.0
episode 474: 2500.0
episode 475: 2500.0
episode 476: 2500.0
episode 477: 2500.0
episode 478: 2500.0
episode 479: 2500.0
episode 480: 2500.0
episode 481: 2500.0
episode 482: 2500.0
episode 483: 2500.0
episode 484: 2500.0
episode 485: 2500.0
episode 486: 2500.0
episode 487: 2500.0
episode 488: 2500.0
episode 489: 2500.0
episode 490: 2500.0
episode 491: 2500.0
episode 492: 2500.0
episode 493: 2500.0
episode 494: 2500.0
episode 495: 2500.0
episode 496: 2500.0
episode 497: 2500.0
episode 498: 2500.0
episode 499: 2500.0
episode 500: 2500.0
episode 501: 2500.0
episode 502: 2500.0
episode 503: 2500.0
episode 504: 2500.0
episode 505: 2500.0
episode 506: 2500.0
episode 507: 2500.0
episode 508: 2500.0
episode 509: 2500.0
episode 510: 2500.0
episode 511: 2500.0
episode 512: 2500.0
episode 513: 2500.0
episode 514: 2500.0
episode 515: 2500.0
episode 516: 2500.0
episode 517: 2500.0
episode 518: 2500.0
episode 519: 2500.0
episode 520: 2500.0
