C:\Users\Naomi\AppData\Local\Programs\Python\Python36\python.exe D:/Naomi/Desktop/Naomi/AI/AI_project/main.py --ee sf --graphs -m S_M_250_maxreward -d 0.99 -a 0.5 -e 0.002 --maxreward 250
Loading chipmunk for Windows (64bit) [C:\Users\Naomi\AppData\Local\Programs\Python\Python36\lib\site-packages\pymunk\chipmunk.dll]
no model found
episode 715: -59.00000000000052
episode 716: -59.00000000000052
episode 717: -68.00000000000027
episode 718: -71.6000000000001
episode 719: -61.700000000000486
episode 720: -57.20000000000049
episode 721: -59.000000000000526
episode 722: -56.30000000000048
episode 723: -63.50000000000053
episode 724: -63.50000000000051
episode 725: -49.59876502150387
episode 726: -49.57069191771997
episode 727: -60.8000000000005
episode 728: -59.9000000000005
episode 729: -60.80000000000055
episode 730: -57.20000000000051
episode 731: -51.868941305719574
episode 732: -65.30000000000048
episode 733: -63.500000000000554
episode 734: -80.59999999999957
episode 735: -64.40000000000047
episode 736: -61.70000000000053
episode 737: -56.30000000000048
episode 738: -68.00000000000044
episode 739: -54.50000000000049
episode 740: -67.1000000000003
episode 741: -64.40000000000049
episode 742: -59.9000000000005
episode 743: -70.70000000000014
episode 744: -68.90000000000049
episode 745: -62.60000000000053
episode 746: -59.90000000000049
episode 747: -58.100000000000506
episode 748: -63.50000000000052
episode 749: -68.90000000000036
episode 750: -54.500000000000476
episode 751: -53.192929856997274
episode 752: -61.700000000000514
episode 753: -59.90000000000052
episode 754: -59.38696738967096
episode 755: -60.800000000000566
episode 756: -46.61894583800421
episode 757: -55.400000000000475
episode 758: -61.700000000000536
episode 759: -62.6000000000005
episode 760: -62.600000000000534
episode 761: -65.30000000000052
episode 762: -68.90000000000019
episode 763: -71.6000000000003
episode 764: -63.500000000000526
episode 765: -60.800000000000516
episode 766: -56.30000000000051
episode 767: -65.30000000000047
episode 768: -66.20000000000039
episode 769: -58.10000000000052
episode 770: -67.10000000000046
episode 771: -52.70000000000048
episode 772: -54.88066355662098
episode 773: -59.000000000000504
episode 774: -60.800000000000495
episode 775: -64.40000000000052
episode 776: -58.10000000000052
episode 777: -63.50000000000058
episode 778: -60.8000000000005
episode 779: 46.64389865217414
episode 780: -59.90000000000049
episode 781: -65.3000000000004
episode 782: -63.50000000000053
episode 783: -70.70000000000016
episode 784: -55.40000000000046
episode 785: -63.50000000000051
episode 786: -68.00000000000023
episode 787: -65.3000000000005
episode 788: -62.60000000000051
episode 789: -62.6000000000006
episode 790: -66.20000000000036
episode 791: -58.10000000000049
episode 792: -59.00000000000054
episode 793: -60.80000000000052
episode 794: -64.40000000000055
episode 795: -63.50000000000053
episode 796: -61.7000000000005
episode 797: -62.60000000000055
episode 798: -71.60000000000004
episode 799: -60.80000000000053
episode 800: -71.60000000000014
episode 801: -63.5000000000006
episode 802: -58.10000000000047
episode 803: -63.50000000000055
episode 804: -54.500000000000476
episode 805: -58.10000000000052
episode 806: -59.90000000000052
episode 807: -44.82312464974695
episode 808: -68.00000000000036
episode 809: -68.90000000000023
episode 810: -68.00000000000027
episode 811: -56.300000000000466
episode 812: -60.8000000000005
episode 813: -63.500000000000504
episode 814: -63.50000000000053
episode 815: -55.400000000000475
episode 816: -62.27766936131662
episode 817: -59.00000000000052
episode 818: -67.1000000000003
episode 819: -61.7000000000005
episode 820: -56.30000000000052
episode 821: -56.3000000000005
episode 822: 122.48660248495764
episode 823: -59.000000000000504
episode 824: -62.60000000000049
episode 825: -58.10000000000048
episode 826: -61.70000000000058
episode 827: -44.96301682163722
episode 828: -59.90000000000056
episode 829: -58.100000000000556
episode 830: -70.70000000000013
episode 831: -60.80000000000049
episode 832: -54.5000000000005
episode 833: -84.19999999999962
episode 834: -51.695154448022144
episode 835: -67.10000000000036
episode 836: -64.40000000000045
episode 837: -59.0000000000005
episode 838: -62.60000000000049
episode 839: -53.5915267721003
episode 840: -59.00000000000052
episode 841: -59.000000000000526
episode 842: -65.30000000000042
episode 843: -56.300000000000495
episode 844: -59.90000000000052
episode 845: -59.90000000000048
episode 846: -66.20000000000043
episode 847: -60.80000000000055
episode 848: -61.7000000000005
episode 849: -62.60000000000055
episode 850: -58.10000000000053
episode 851: -51.35693883868219
episode 852: -60.80000000000051
episode 853: -58.10000000000051
episode 854: -55.4000000000005
episode 855: -64.40000000000045
episode 856: -58.10000000000054
episode 857: -59.00000000000053
episode 858: -68.90000000000025
episode 859: -60.80000000000054
episode 860: -61.700000000000536
episode 861: -55.400000000000475
episode 862: -68.00000000000031
episode 863: -59.900000000000524
episode 864: -62.60000000000052
episode 865: -69.80000000000017
episode 866: -65.30000000000048
episode 867: -61.7000000000005
episode 868: -41.832614303450704
episode 869: -54.53462601622454
episode 870: -68.90000000000026
episode 871: -56.30000000000049
episode 872: -59.900000000000524
episode 873: -60.80000000000055
episode 874: -56.30000000000048
episode 875: -64.40000000000053
episode 876: -53.600000000000485
episode 877: -60.80000000000049
episode 878: -64.40000000000053
episode 879: -59.9000000000005
episode 880: -59.90000000000047
episode 881: -55.400000000000475
episode 882: -51.80000000000045
episode 883: -64.40000000000049
episode 884: -56.30000000000052
episode 885: -60.80000000000057
episode 886: -53.96384420590316
episode 887: -57.9317328605308
episode 888: -54.640659443997706
episode 889: -69.8000000000002
episode 890: -6.24857218785775
episode 891: -76.99999999999983
episode 892: -60.80000000000052
episode 893: -58.1000000000005
episode 894: -53.0095786811968
episode 895: -59.00000000000047
episode 896: -66.20000000000037
episode 897: -62.6000000000005
episode 898: -62.600000000000506
episode 899: -58.10000000000049
episode 900: -61.70000000000055
episode 901: -54.5000000000005
episode 902: -17.01249945919468
episode 903: 111.99542782578143
episode 904: -64.40000000000047
episode 905: -59.00000000000049
episode 906: -38.69092355184828
episode 907: -61.70000000000047
episode 908: -59.900000000000496
episode 909: -61.70000000000052
episode 910: -65.30000000000038
episode 911: -63.50000000000057
episode 912: -61.70000000000051
episode 913: -48.822690864069614
episode 914: -53.60000000000045
episode 915: -59.00000000000049
episode 916: -58.10000000000052
episode 917: 507.339440682848
episode 918: -52.70000000000047
episode 919: -54.500000000000504
episode 920: -57.20000000000049
episode 921: -56.3000000000005
episode 922: -72.50000000000006
episode 923: -66.20000000000039
episode 924: -63.50000000000054
episode 925: -58.1000000000005
episode 926: -59.00000000000049
episode 927: -54.500000000000476
episode 928: -57.200000000000514
episode 929: -60.80000000000052
episode 930: -67.10000000000043
episode 931: -68.00000000000027
episode 932: -63.5000000000006
episode 933: -66.20000000000046
