C:\Users\Naomi\AppData\Local\Programs\Python\Python36\python.exe D:/Naomi/Desktop/Naomi/AI/AI_project/main.py --ee eg --graphs -m E_G_10000_episodes -d 0.99 -a 0.5 -e 0.002
Loading chipmunk for Windows (64bit) [C:\Users\Naomi\AppData\Local\Programs\Python\Python36\lib\site-packages\pymunk\chipmunk.dll]
no model found
episode 330: 81.18925923961521
episode 331: 129.64368056044378
episode 332: -41.40118934887332
episode 333: 174.09331919086898
episode 334: -55.40000000000047
episode 335: 350.84107764859306
episode 336: -39.02893447926767
episode 337: -39.19777651321348
episode 338: 5.460909805827509
episode 339: -48.16030548093501
episode 340: 217.44954926249733
episode 341: -42.943010828572675
episode 342: 349.11447079356435
episode 343: -35.182724381874806
episode 344: -51.80000000000045
episode 345: -50.06810272334456
episode 346: -49.86307692847231
episode 347: -34.612644891952044
episode 348: -13.802267289141176
episode 349: -36.68476421887463
episode 350: -31.334929265446245
episode 351: -43.1796922720371
episode 352: -52.70000000000045
episode 353: -30.705235899452788
episode 354: -54.50000000000047
episode 355: -46.78592529027767
episode 356: 150.33929766288784
episode 357: -22.288009534804964
episode 358: -55.40000000000048
episode 359: -20.545040735538556
episode 360: 538.3227900952344
episode 361: -23.100098043468968
episode 362: 67.84800701033015
episode 363: -38.72532604070108
episode 364: 179.0250938383156
episode 365: 14.862495071827293
episode 366: -35.91738217981237
episode 367: 1315.3482392643996
episode 368: -38.231686842088244
episode 369: -30.650339730929097
episode 370: 216.56956560591632
episode 371: 55.49874003705157
episode 372: -14.000861310172473
episode 373: -55.40000000000047
episode 374: 149.3183585401686
episode 375: -35.090928859793586
episode 376: -19.189954250074788
episode 377: -39.64410355089759
episode 378: -26.81546234093824
episode 379: -37.624723988368046
episode 380: 559.6155823769737
episode 381: -39.33950588778244
episode 382: 186.67901571897832
episode 383: -38.55603993292911
episode 384: 222.1182902529664
episode 385: -28.920349789702875
episode 386: 78.89416287987085
episode 387: 324.3550488966352
episode 388: 358.83098251760293
episode 389: 357.2661459915273
episode 390: -38.57747483957602
episode 391: 152.1902024240441
episode 392: 543.1062213660955
episode 393: 448.94727207587
episode 394: 2.49944167594927
episode 395: -45.10846901340571
episode 396: 515.0448322872413
episode 397: 384.90692843341
episode 398: -21.03017054383056
episode 399: -44.8165645550458
episode 400: -42.64399924844916
episode 401: 414.0760531225947
episode 402: 669.9011484362047
episode 403: 6.426885719791205
episode 404: 89.73127601674726
episode 405: -24.38408456480412
episode 406: -45.21247534027117
episode 407: 250.6455122556253
episode 408: -41.22398175680014
episode 409: 31.45193772532007
episode 410: -47.15423368897929
episode 411: -41.65573455045173
episode 412: -43.314453549229114
episode 413: 57.097390594432
episode 414: 0.9973117476492593
episode 415: 702.0947411205485
episode 416: 358.24401489752705
episode 417: 418.5883130065987
episode 418: -34.275252850644115
episode 419: -36.11369194050195
episode 420: 4.3821602503837624
episode 421: -48.20151902914304
episode 422: -37.96097748250228
episode 423: 16.490541972147778
episode 424: 24.91693805271581
episode 425: -44.35005552346823
episode 426: 708.9387753447453
episode 427: -55.40000000000048
episode 428: 16.31713457037804
episode 429: -45.276938806474526
episode 430: -52.70000000000047
episode 431: 430.6750533007132
episode 432: 270.89844762394114
episode 433: -20.625394548603364
episode 434: -33.376093466455195
episode 435: -42.583416939091734
episode 436: -47.75307377219177
episode 437: -45.8251622162043
episode 438: -31.167094670020646
episode 439: 434.35671100956694
episode 440: 5.775481455591851
episode 441: 499.7794380196153
episode 442: -37.581728013393366
episode 443: -41.15437424431866
episode 444: -11.497626263294284
episode 445: -52.70000000000045
episode 446: 288.1988026921192
episode 447: -26.750461935896023
episode 448: -15.023077376903553
episode 449: -42.85189775604886
episode 450: 227.56782152963584
episode 451: 7.655628477244607
episode 452: 249.62762922042893
episode 453: 263.01874641260355
episode 454: 9.002699847020319
episode 455: 20.68354411890248
episode 456: 50.79345394962732
episode 457: 22.53452245325822
episode 458: 320.7309129793826
episode 459: -16.70973800280973
episode 460: -31.38833077627518
episode 461: 62.976291794857005
episode 462: 84.03913367874688
episode 463: 317.8977445480684
episode 464: 108.43426259164265
episode 465: 422.1099587334928
episode 466: 299.53737096556864
episode 467: 427.2721819279247
episode 468: 413.0209641468265
episode 469: -12.406054201321195
episode 470: -25.64456509628058
episode 471: 194.90220848837544
episode 472: 74.92483588056048
episode 473: 748.8116305842897
episode 474: 92.86381060305891
episode 475: -38.264371950682865
episode 476: 575.3082220838095
episode 477: -37.081358141610494
episode 478: -45.42720141584616
episode 479: -30.467504770637525
episode 480: -37.13272348254495
episode 481: -38.737484308291755
episode 482: 336.51546504021644
episode 483: -33.23828495032117
episode 484: -46.50050716062238
episode 485: 793.7326236308471
episode 486: 164.70020264303096
episode 487: 830.5655072423717
episode 488: -41.34894750556374
episode 489: 224.15138238228343
episode 490: -48.37190785654624
episode 491: 769.6372104893456
episode 492: -24.16155990890561
episode 493: -44.47852727421531
episode 494: -44.85671661097026
