C:\Users\Naomi\AppData\Local\Programs\Python\Python36\python.exe D:/Naomi/Desktop/Naomi/AI/AI_project/main.py --ee sf --graphs -m softmax_train -d 0.99 -a 0.5 -e 0.002
Loading chipmunk for Windows (64bit) [C:\Users\Naomi\AppData\Local\Programs\Python\Python36\lib\site-packages\pymunk\chipmunk.dll]
no model found
episode 734: -57.2000000000005
episode 735: -56.300000000000445
episode 736: -55.222464999785984
episode 737: -66.20000000000039
episode 738: -59.90000000000056
episode 739: -59.9000000000005
episode 740: -60.800000000000516
episode 741: -65.30000000000045
episode 742: -58.100000000000506
episode 743: -55.40000000000049
episode 744: -68.90000000000019
episode 745: -56.30000000000047
episode 746: -67.10000000000038
episode 747: -57.200000000000536
episode 748: -68.00000000000027
episode 749: -57.20000000000051
episode 750: -59.00000000000052
episode 751: -58.100000000000506
episode 752: -64.40000000000052
episode 753: -52.31818348473014
episode 754: -46.539737104287575
episode 755: -57.20000000000046
episode 756: -57.20000000000048
episode 757: -65.30000000000045
episode 758: -72.50000000000007
episode 759: 546.726255557926
episode 760: -63.500000000000576
episode 761: -58.10000000000047
episode 762: -67.1000000000004
episode 763: -68.90000000000026
episode 764: -64.40000000000049
episode 765: -57.200000000000465
episode 766: -62.60000000000051
episode 767: -70.7000000000001
episode 768: -57.20000000000052
episode 769: -66.2000000000005
episode 770: -58.10000000000048
episode 771: -67.1000000000003
episode 772: -59.90000000000049
episode 773: -59.000000000000554
episode 774: -59.90000000000057
episode 775: -59.90000000000054
episode 776: -56.300000000000495
episode 777: -71.60000000000008
episode 778: -64.40000000000047
episode 779: -60.80000000000052
episode 780: -65.30000000000047
episode 781: -67.10000000000025
episode 782: -63.500000000000504
episode 783: -61.70000000000057
episode 784: -56.300000000000516
episode 785: -53.60000000000045
episode 786: -59.00000000000049
episode 787: -61.70000000000057
episode 788: -60.80000000000049
episode 789: -59.000000000000504
episode 790: -60.800000000000566
episode 791: -59.90000000000054
episode 792: -61.70000000000056
episode 793: -70.7000000000001
episode 794: -66.20000000000047
episode 795: -67.10000000000036
episode 796: -56.3000000000005
episode 797: -77.89999999999989
episode 798: -59.00000000000048
episode 799: -66.20000000000034
episode 800: -60.80000000000052
