C:\Users\Naomi\AppData\Local\Programs\Python\Python36\python.exe D:/Naomi/Desktop/Naomi/AI/AI_project/main.py --ee eg --graphs -m E_G_250_maxreward -d 0.99 -a 0.5 -e 0.002 --maxreward 250
Loading chipmunk for Windows (64bit) [C:\Users\Naomi\AppData\Local\Programs\Python\Python36\lib\site-packages\pymunk\chipmunk.dll]
no model found
episode 480: -53.60000000000046
episode 481: -45.32407490513371
episode 482: -42.37280453928068
episode 483: -43.65018756925494
episode 484: -54.50000000000048
episode 485: -38.03095284310184
episode 486: 132.38595362579048
episode 487: 527.6729206903332
episode 488: -43.48853177654138
episode 489: 473.5330635687504
episode 490: -53.60000000000047
episode 491: -23.934167192071616
episode 492: -49.47999500305372
episode 493: -39.43450494923212
episode 494: -39.04666318449792
episode 495: 102.87207817239664
episode 496: 527.5809220963965
episode 497: -50.459659003035625
episode 498: -47.125687609342236
episode 499: 197.13357460578624
episode 500: 318.4393323567728
episode 501: -32.42016795344474
episode 502: -35.72342229592452
episode 503: 715.164643070864
episode 504: 277.4653172776397
episode 505: 602.5971729680012
episode 506: -38.4688545779228
episode 507: 86.13833906107683
episode 508: 261.84554040588824
episode 509: 362.4728102327852
episode 510: 200.97097464346922
episode 511: 362.4833703664439
episode 512: -20.943815188976984
episode 513: -27.385010888041457
episode 514: -50.64847582503281
episode 515: 429.16760607433577
episode 516: 250.96677878087561
episode 517: -48.037881237685106
episode 518: 248.72476915937483
episode 519: 72.10120582947383
episode 520: 67.11331138458675
episode 521: -2.9165806271331918
episode 522: -45.47343555945705
episode 523: -30.322365229381575
episode 524: -32.15179085585911
episode 525: -17.381776524373052
episode 526: 2.126013059220876
episode 527: 686.3836374914893
episode 528: 52.34253174778342
episode 529: 112.68299820439233
episode 530: -44.137655731738285
episode 531: -49.924216557939786
episode 532: -1.1190805851188397
episode 533: 23.536736543424173
episode 534: 11.821440907272752
episode 535: -37.35195518712495
episode 536: 162.5070272762672
episode 537: 7.190916332429344
episode 538: -37.91592338413794
episode 539: -5.434800245860998
episode 540: 124.56586792198493
episode 541: -4.348057865896758
episode 542: -16.47151180736475
episode 543: 6.854467682218189
episode 544: -34.29087021147792
episode 545: -27.005414365980865
episode 546: -33.28888276416751
episode 547: 144.80853066477562
episode 548: -53.60000000000047
episode 549: 51.878628340609126
episode 550: -18.939225594712862
episode 551: -13.35569208807949
episode 552: 32.55918211357946
episode 553: 146.93051527593644
episode 554: 133.99939767287174
episode 555: -45.398341094070254
episode 556: 657.893651510805
episode 557: 218.97085524794744
episode 558: 368.66510575444875
episode 559: 461.6183549904123
episode 560: 1091.7563844818744
episode 561: 757.8360369379288
episode 562: 321.9944588296788
episode 563: 740.0192885400348
episode 564: 263.1151506595969
episode 565: 205.9048882613561
episode 566: 211.42471226530748
episode 567: 384.39855608084173
episode 568: 323.1755701100559
episode 569: 546.2539885961105
episode 570: 217.95719796148222
episode 571: 71.10917639586052
episode 572: 229.20809578571115
episode 573: 1112.944288946991
episode 574: 231.5490804542524
episode 575: 969.3045186455
episode 576: 272.3237769704597
episode 577: 343.29496261286835
episode 578: 500.54693989725513
episode 579: 883.7427890918226
episode 580: 573.7176569405128
episode 581: 848.9976094565055
episode 582: 208.31798170331925
episode 583: 737.1495964197716
episode 584: 835.0486318535234
episode 585: 218.96632536987303
episode 586: 278.10179323763344
episode 587: 209.91787020651935
episode 588: 436.1685374438702
episode 589: 488.0807322697528
episode 590: 349.07796323639906
episode 591: 505.46581550799857
episode 592: 207.49145307120705
episode 593: 537.9485037549298
episode 594: 1056.1277856585375
episode 595: 208.36767310341497
episode 596: 374.50106942928153
episode 597: 219.92136598818146
episode 598: 1092.7990238241073
episode 599: 951.1989372821208
episode 600: 212.50079029634662

Process finished with exit code 0
